Event	Peptide	Mutation_chromosome	Mutation_Location	Mutation_allele	QPCR_Datatype	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27	Sample_28	Sample_29	Sample_30	Sample_31	Sample_32	Sample_33	Sample_34	Sample_35	Sample_36	Sample_37	Sample_38	Sample_39	Sample_40	Sample_41	Sample_42	Sample_43	Sample_44	Sample_45	Sample_46	Sample_47	Sample_48	Sample_49	Sample_50	Sample_51	Sample_52	Sample_53	Sample_54	Sample_55	Sample_56	Sample_57	Sample_58	Sample_59	Sample_60	Sample_61	Sample_62	Sample_63	Sample_64	Sample_65	Sample_66	Sample_67	Sample_68	Sample_69	Sample_70	Sample_71	Sample_72	Sample_73	Sample_74	Sample_75	Sample_76	Sample_77	Sample_78	Sample_79	Sample_80	Sample_81	Sample_82	Sample_83	Sample_84	Sample_85	Sample_86	Sample_87	Sample_88	Sample_89	Sample_90	Sample_91	Sample_92	Sample_93	
913	1.727511;3.32192809489,2.32192809489,1.0,1.0,1.0,1.58496250072,2.32192809489,1.0,1.0,1.0,3.32192809489,1.58496250072,2.0,
914	2.200163;3.16992500144,1.0,3.58496250072,1.58496250072,3.58496250072,3.16992500144,1.0,1.0,2.32192809489,1.58496250072,
915	0.000000;
916	0.000000;
917	1.000000;1.0,
918	0.000000;
918	3.000000;3.0,
919	2.321928;2.32192809489,
920	1.861654;2.58496250072,2.0,1.0,
921	0.000000;
922	0.000000;
923	0.000000;
924	0.000000;
925	2.189444;7.1395513524,2.0,2.0,1.0,1.0,2.0,1.58496250072,3.16992500144,1.0,1.0,
926	0.000000;
927	0.000000;
929	0.000000;
930	0.000000;
931	1.616750;1.0,2.0,2.32192809489,1.58496250072,1.0,1.0,2.32192809489,2.32192809489,1.0,
932	0.000000;
934	2.125857;1.0,4.80735492206,2.32192809489,3.0,1.0,1.0,2.0,1.0,2.80735492206,2.32192809489,
935	0.000000;
936	0.000000;
937	0.000000;
938	0.000000;
939	0.000000;
940	0.000000;
941	0.000000;
942	0.000000;
943	0.000000;
944	0.000000;
945	0.000000;
946	2.024674;1.0,5.0,2.0,1.58496250072,1.0,1.58496250072,3.90689059561,1.58496250072,1.0,1.58496250072,
948	0.000000;
950	0.000000;
951	5.321928;5.32192809489,
952	0.000000;
954	1.000000;1.0,
955	0.000000;
955	0.000000;
956	0.000000;
957	2.269341;1.58496250072,2.0,2.0,4.24792751344,1.58496250072,2.80735492206,1.0,1.58496250072,1.0,5.93073733756,3.80735492206,1.0,1.58496250072,1.58496250072,2.32192809489,
960	1.953445;2.32192809489,1.58496250072,
961	1.962420;2.58496250072,3.0,1.58496250072,1.58496250072,2.32192809489,1.58496250072,2.0,1.0,2.0,
962	2.869110;3.70043971814,2.32192809489,2.58496250072,
963	1.500000;2.0,1.0,
964	2.480176;3.70043971814,1.0,3.70043971814,2.0,2.0,
964	2.067484;1.58496250072,4.32192809489,1.58496250072,1.58496250072,1.0,1.0,1.58496250072,1.0,1.0,2.32192809489,2.32192809489,3.45943161864,1.0,2.32192809489,2.80735492206,3.70043971814,2.58496250072,2.58496250072,2.58496250072,1.0,
965	2.067484;1.58496250072,4.32192809489,1.58496250072,1.58496250072,1.0,1.0,1.58496250072,1.0,1.0,2.32192809489,2.32192809489,3.45943161864,1.0,2.32192809489,2.80735492206,3.70043971814,2.58496250072,2.58496250072,2.58496250072,1.0,
966	0.000000;
968	0.000000;
969	0.000000;
970	3.210055;2.32192809489,4.85798099513,1.0,5.28540221886,2.58496250072,
971	0.000000;
972	2.072067;1.0,2.32192809489,2.32192809489,1.0,2.58496250072,1.0,1.58496250072,2.32192809489,5.58496250072,1.0,
973	0.000000;
975	1.528321;2.0,1.58496250072,1.0,1.0,1.58496250072,2.0,
976	0.000000;
977	0.000000;
977	0.000000;
978	0.000000;
979	0.000000;
979	0.000000;
980	0.000000;
981	0.000000;
982	0.000000;
983	0.000000;
984	2.761280;2.80735492206,1.0,3.58496250072,2.58496250072,6.02236781303,1.0,3.32192809489,3.32192809489,1.0,1.58496250072,3.90689059561,3.0,
985	0.000000;
987	0.000000;
987	0.000000;
988	2.669465;4.24792751344,2.58496250072,1.58496250072,1.0,2.32192809489,3.70043971814,1.0,3.58496250072,4.0,
989	0.000000;
990	2.807355;2.80735492206,
991	2.156880;1.0,1.0,1.0,3.16992500144,4.52356195606,3.16992500144,5.90689059561,1.0,1.0,1.58496250072,1.0,1.0,1.58496250072,2.32192809489,4.24792751344,1.0,
992	2.479749;1.0,3.58496250072,4.64385618977,1.58496250072,1.58496250072,
993	1.686482;1.58496250072,2.32192809489,1.0,1.58496250072,1.0,3.0,2.0,1.0,
994	1.916993;1.0,1.0,4.0,2.58496250072,1.0,
995	0.000000;
995	0.000000;
996	0.000000;
997	2.225543;1.0,1.58496250072,2.32192809489,4.70043971814,3.16992500144,2.32192809489,1.58496250072,1.0,4.70043971814,1.0,1.0,2.32192809489,
998	0.000000;
999	1.324979;1.0,1.58496250072,1.58496250072,1.0,1.58496250072,1.58496250072,1.0,1.58496250072,1.0,
1000	0.000000;
1001	0.000000;
1003	0.000000;
1005	0.000000;
1006	0.000000;
1007	0.000000;
1008	0.000000;
1009	0.000000;
1010	0.000000;
1011	0.000000;
1012	0.000000;
1013	0.000000;
1014	0.000000;
1015	0.000000;
1016	1.000000;1.0,
1017	0.000000;
1018	0.000000;
1019	0.000000;
1020	0.000000;
1021	0.000000;
1022	0.000000;
1023	0.000000;
1024	1.945472;2.0,3.16992500144,1.58496250072,1.0,1.0,1.58496250072,2.0,1.58496250072,3.45943161864,2.32192809489,1.0,2.0,2.58496250072,
1025	3.225284;2.80735492206,5.70043971814,1.58496250072,4.32192809489,2.58496250072,2.58496250072,3.0,1.58496250072,4.85798099513,
1026	2.428561;2.80735492206,1.0,1.0,4.90689059561,
1026	1.000000;1.0,
1027	0.000000;
1028	0.000000;
1028	0.000000;
1029	0.000000;
1030	0.000000;
1031	0.000000;
1032	0.000000;
1033	0.000000;
1034	0.000000;
1035	1.818389;1.58496250072,3.90689059561,1.58496250072,1.0,1.58496250072,2.0,1.58496250072,2.0,1.58496250072,2.0,1.0,1.0,2.80735492206,
1036	0.000000;
1037	0.000000;
1038	0.000000;
1039	0.000000;
1040	0.000000;
1041	0.000000;
1042	0.000000;
1043	0.000000;
1044	0.000000;
1045	1.000000;1.0,
1045	0.000000;
1046	0.000000;
1047	0.000000;
1047	0.000000;
1048	0.000000;
1049	0.000000;
1049	1.000000;1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1050	1.346644;1.58496250072,1.58496250072,1.58496250072,1.58496250072,1.58496250072,1.58496250072,1.0,1.58496250072,1.0,1.58496250072,1.0,1.58496250072,1.58496250072,1.0,1.0,1.0,1.0,1.58496250072,1.58496250072,1.0,1.58496250072,1.58496250072,1.0,1.0,1.58496250072,1.58496250072,1.0,
1051	3.095134;2.0,5.28540221886,2.0,
1052	0.000000;
1053	2.478447;1.58496250072,3.16992500144,1.0,6.93073733756,1.0,2.32192809489,3.45943161864,6.93073733756,3.0,2.0,1.58496250072,1.0,1.0,2.0,3.45943161864,1.58496250072,1.58496250072,1.0,
1053	1.584963;1.58496250072,
1054	2.042744;2.80735492206,2.0,3.90689059561,1.0,1.0,2.58496250072,1.0,
1055	3.546174;6.18982455888,4.08746284125,1.0,3.0,4.52356195606,3.70043971814,2.32192809489,
1056	1.000000;1.0,1.0,
1057	2.284368;1.0,1.0,4.16992500144,2.0,2.0,1.58496250072,3.45943161864,1.0,5.04439411936,1.58496250072,
1058	0.000000;
1059	0.000000;
1060	2.203918;1.0,2.0,1.0,2.58496250072,3.80735492206,2.58496250072,4.85798099513,1.0,1.0,
1061	0.000000;
1062	1.000000;1.0,
1063	0.000000;
1064	2.678463;1.0,2.58496250072,2.80735492206,5.0,2.0,
1066	0.000000;
1067	2.153144;2.0,3.45943161864,1.0,
1068	0.000000;
1070	2.107682;2.58496250072,3.58496250072,1.0,1.58496250072,2.0,3.0,2.0,1.0,3.32192809489,1.0,
1071	0.000000;
1072	0.000000;
1073	0.000000;
1074	0.000000;
1074	0.000000;
1075	2.848079;2.58496250072,2.80735492206,3.0,3.0,
1076	0.000000;
1077	1.167132;1.0,1.0,1.58496250072,1.0,1.0,1.58496250072,1.0,
1078	0.000000;
1079	0.000000;
1080	0.000000;
1082	4.459432;4.45943161864,
1083	0.000000;
1083	0.000000;
1084	0.000000;
1085	0.000000;
1086	2.491392;5.0,2.58496250072,1.0,2.0,3.32192809489,1.58496250072,2.80735492206,1.0,2.80735492206,2.80735492206,
1087	2.683373;5.93073733756,1.0,3.16992500144,3.0,3.45943161864,1.0,1.58496250072,2.32192809489,
1088	1.000000;1.0,1.0,
1089	0.000000;
1090	2.270685;4.0,2.32192809489,1.58496250072,3.32192809489,1.0,2.0,5.08746284125,1.0,2.80735492206,2.32192809489,2.80735492206,1.0,1.0,1.0,2.80735492206,
1091	2.076597;1.58496250072,2.32192809489,1.58496250072,1.58496250072,1.58496250072,4.08746284125,1.58496250072,2.0,2.58496250072,1.0,2.0,3.0,
1092	0.000000;
1093	0.000000;
1093	0.000000;
1094	1.194988;1.0,1.58496250072,1.0,
1095	0.000000;
1096	2.211012;1.58496250072,3.58496250072,2.0,1.0,1.58496250072,3.58496250072,1.58496250072,1.0,1.58496250072,4.70043971814,3.32192809489,1.0,
1097	0.000000;
1098	0.000000;
1099	0.000000;
1101	1.730935;2.58496250072,1.58496250072,1.0,1.0,1.0,2.0,2.58496250072,3.70043971814,1.0,1.58496250072,1.0,
1102	1.476723;1.58496250072,1.0,1.0,2.32192809489,
1103	0.000000;
1103	0.000000;
1104	0.000000;
1106	0.000000;
1107	1.389975;1.58496250072,1.0,1.58496250072,
1108	0.000000;
1108	0.000000;
1109	0.000000;
1109	0.000000;
1110	0.000000;
1111	1.750000;2.0,2.0,1.0,2.0,
1112	0.000000;
1113	0.000000;
1114	0.000000;
1115	0.000000;
1116	1.405121;2.58496250072,1.0,1.0,1.0,1.0,1.0,2.32192809489,1.0,1.0,2.0,1.0,2.58496250072,1.0,1.0,1.58496250072,
1117	0.000000;
1119	0.000000;
1120	2.299843;1.0,3.0,2.32192809489,3.90689059561,3.58496250072,2.0,1.0,1.58496250072,
1121	0.000000;
1122	1.584963;1.58496250072,
1123	0.000000;
1124	0.000000;
1125	0.000000;
1126	0.000000;
1126	2.792481;3.0,2.0,3.16992500144,3.0,
1128	0.000000;
1129	0.000000;
1131	0.000000;
1131	0.000000;
1132	0.000000;
1133	1.292481;1.0,1.58496250072,
1134	0.000000;
1135	0.000000;
1137	2.228249;2.0,3.0,1.0,3.58496250072,1.0,2.80735492206,2.0,2.32192809489,4.85798099513,2.32192809489,2.58496250072,3.58496250072,1.0,1.0,1.0,3.45943161864,1.0,1.58496250072,
1138	2.149150;1.0,1.0,3.0,2.80735492206,1.0,2.0,4.58496250072,2.80735492206,1.0,1.0,3.80735492206,5.20945336563,1.0,1.58496250072,1.58496250072,1.0,
1139	2.904749;2.32192809489,2.80735492206,3.58496250072,
1140	0.000000;
1141	0.000000;
1142	1.951360;2.0,2.58496250072,1.58496250072,1.0,3.0,2.80735492206,1.0,2.0,1.58496250072,
1143	3.604727;6.20945336563,1.0,
1144	0.000000;
1145	2.194988;1.0,3.58496250072,2.0,
1146	0.000000;
1147	0.000000;
1148	0.000000;
1148	0.000000;
1149	0.000000;
1150	0.000000;
1150	0.000000;
1151	0.000000;
1152	2.636588;1.0,4.80735492206,1.58496250072,1.58496250072,3.32192809489,3.70043971814,1.0,3.0,1.58496250072,1.58496250072,5.83289001416,
1153	3.174523;1.0,2.80735492206,4.58496250072,5.20945336563,4.58496250072,1.0,1.0,5.20945336563,
1154	1.000000;1.0,1.0,1.0,1.0,1.0,
1155	2.108293;1.58496250072,2.0,2.58496250072,1.0,2.0,4.32192809489,3.0,3.0,2.32192809489,1.0,2.58496250072,1.0,2.58496250072,2.32192809489,2.0,1.0,3.58496250072,1.0,1.58496250072,3.90689059561,1.0,1.0,
1156	0.000000;
1156	0.000000;
1157	0.000000;
1158	0.000000;
1159	0.000000;
1160	0.000000;
1161	0.000000;
1162	1.000000;1.0,
1163	0.000000;
1164	1.990071;4.45943161864,2.80735492206,1.0,1.0,3.32192809489,1.0,1.0,1.0,2.32192809489,
1165	1.000000;1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1166	0.000000;
1167	1.194988;1.0,1.58496250072,1.0,
1169	0.000000;
1170	1.658112;1.58496250072,1.0,1.0,1.58496250072,3.58496250072,1.0,2.0,2.32192809489,1.0,1.0,1.0,1.58496250072,1.0,1.0,3.16992500144,1.58496250072,4.08746284125,1.0,1.0,
1171	0.000000;
1172	0.000000;
1173	0.000000;
1174	0.000000;
1175	0.000000;
1176	0.000000;
1177	0.000000;
1178	3.204695;4.08746284125,2.32192809489,
1178	0.000000;
1179	1.781378;2.0,3.32192809489,1.0,1.0,1.58496250072,
1180	0.000000;
1181	0.000000;
1182	2.333333;4.0,2.0,1.0,
1183	0.000000;
1184	2.081976;2.58496250072,1.0,1.58496250072,4.32192809489,2.0,1.0,
1185	0.000000;
1185	1.000000;1.0,1.0,1.0,
1186	3.173797;5.08746284125,1.58496250072,1.58496250072,2.32192809489,1.58496250072,6.94251450534,3.70043971814,5.93073733756,2.0,1.0,
1187	0.000000;
1187	0.000000;
1188	0.000000;
1189	0.000000;
1190	0.000000;
1191	0.000000;
1192	0.000000;
1193	0.000000;
1194	1.233985;1.58496250072,1.58496250072,1.0,1.0,1.0,
1195	0.000000;
1196	0.000000;
1197	0.000000;
1197	0.000000;
1198	0.000000;
1199	3.000000;3.0,
1200	0.000000;
1201	1.000000;1.0,1.0,1.0,1.0,1.0,
1202	0.000000;
1202	1.584963;1.58496250072,
1203	0.000000;
1204	0.000000;
1205	2.068003;1.0,2.32192809489,2.32192809489,1.0,2.80735492206,2.32192809489,2.0,2.32192809489,2.0,2.58496250072,
1207	0.000000;
1208	1.000000;1.0,
1209	0.000000;
1209	0.000000;
1210	6.370579;1.58496250072,7.96578428466,7.96578428466,1.58496250072,7.96578428466,7.96578428466,7.96578428466,7.96578428466,
1211	0.000000;
1212	0.000000;
1213	0.000000;
1213	2.754202;5.20945336563,2.0,2.80735492206,1.0,
1214	0.000000;
1215	0.000000;
1217	0.000000;
1218	0.000000;
1219	0.000000;
1220	0.000000;
1221	1.909304;1.0,3.0,6.1497471195,1.0,1.0,1.0,1.0,1.0,1.58496250072,1.0,1.0,2.80735492206,1.58496250072,1.0,1.0,1.0,3.0,1.0,6.1497471195,
1222	0.000000;
1224	0.000000;
1224	2.327380;4.58496250072,2.80735492206,2.0,2.0,1.0,1.58496250072,2.32192809489,1.0,1.0,4.58496250072,3.45943161864,1.58496250072,
1225	0.000000;
1226	0.000000;
1226	0.000000;
1227	0.000000;
1228	0.000000;
1229	0.000000;
1229	0.000000;
1230	0.000000;
1231	0.000000;
1232	3.433069;3.90689059561,5.39231742278,1.0,
1233	1.000000;1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1234	0.000000;
1235	0.000000;
1236	0.000000;
1237	0.000000;
1238	1.000000;1.0,
1238	0.000000;
1239	1.653797;1.58496250072,1.58496250072,2.80735492206,2.32192809489,1.0,1.58496250072,1.0,2.0,1.0,
1240	0.000000;
1240	0.000000;
1241	1.992427;1.58496250072,1.58496250072,2.80735492206,
1242	3.307249;3.45943161864,1.58496250072,2.32192809489,4.58496250072,4.58496250072,
1242	4.000000;4.0,
1243	1.868198;1.58496250072,1.0,3.32192809489,1.0,3.32192809489,1.0,2.58496250072,2.0,1.0,
1245	0.000000;
1246	0.000000;
1247	2.592868;2.0,1.58496250072,1.58496250072,2.58496250072,5.20945336563,
1248	0.000000;
1249	2.065516;3.58496250072,1.0,1.58496250072,1.0,1.0,4.32192809489,2.32192809489,2.32192809489,3.0,1.0,1.58496250072,
1250	0.000000;
1251	1.000000;1.0,
1252	0.000000;
1252	0.000000;
1253	0.000000;
1254	0.000000;
1255	0.000000;
1257	0.000000;
1258	2.248738;1.58496250072,2.32192809489,2.80735492206,2.80735492206,1.0,2.32192809489,2.32192809489,1.0,2.32192809489,4.0,
1259	0.000000;
1259	2.737514;3.0,4.80735492206,1.58496250072,4.80735492206,1.0,3.70043971814,3.70043971814,4.80735492206,1.0,1.0,1.0,1.58496250072,4.80735492206,3.0,1.0,3.0,
1260	0.000000;
1261	0.000000;
1262	2.321928;2.32192809489,2.32192809489,
1263	1.589281;1.0,2.32192809489,1.0,1.0,3.80735492206,1.58496250072,1.0,1.0,
1264	0.000000;
1265	1.584963;1.58496250072,
1266	0.000000;
1267	0.000000;
1268	0.000000;
1270	2.321928;2.32192809489,2.32192809489,2.32192809489,
1271	1.598079;1.0,1.58496250072,1.0,2.80735492206,
1271	1.598079;1.0,1.58496250072,1.0,2.80735492206,
1272	2.199821;3.32192809489,2.58496250072,1.0,1.58496250072,2.0,3.32192809489,1.58496250072,
1273	2.226423;3.0,3.0,3.0,1.58496250072,3.0,1.0,1.0,
1274	2.069309;1.0,1.0,1.0,1.58496250072,1.0,4.16992500144,1.58496250072,4.16992500144,3.0,3.0,2.32192809489,1.0,
1275	2.063722;3.16992500144,2.0,1.0,1.0,1.0,2.0,3.16992500144,3.16992500144,
1275	0.000000;
1276	1.000000;1.0,
1276	0.000000;
1277	2.451838;1.0,1.58496250072,2.32192809489,3.45943161864,3.45943161864,3.45943161864,1.0,2.32192809489,3.45943161864,
1277	2.325449;1.0,1.58496250072,2.32192809489,3.45943161864,3.45943161864,2.32192809489,1.0,2.32192809489,3.45943161864,
1278	2.440643;3.32192809489,2.0,3.32192809489,2.0,2.0,2.0,
1278	2.053655;2.0,2.0,1.0,3.32192809489,2.0,2.0,
1279	1.750698;1.0,3.16992500144,3.16992500144,2.0,2.0,2.0,1.0,3.16992500144,2.0,1.0,1.0,1.0,1.0,1.0,
1280	3.095134;2.58496250072,3.0,3.70043971814,
1281	1.355156;1.58496250072,1.0,1.58496250072,1.0,1.58496250072,1.0,1.0,1.58496250072,1.0,1.58496250072,1.58496250072,1.58496250072,1.0,1.58496250072,1.0,1.0,1.58496250072,1.0,1.0,1.58496250072,1.58496250072,1.58496250072,1.58496250072,1.58496250072,1.58496250072,1.0,1.58496250072,1.58496250072,
1282	0.000000;
1283	1.795456;2.80735492206,1.58496250072,1.58496250072,2.0,1.0,
1284	0.000000;
1285	0.000000;
1286	0.000000;
1287	0.000000;
1288	0.000000;
1290	0.000000;
1291	0.000000;
1292	0.000000;
1292	0.000000;
1293	0.000000;
1293	0.000000;
1294	0.000000;
1295	0.000000;
1296	0.000000;
1297	0.000000;
1298	0.000000;
1299	0.000000;
1300	0.000000;
1301	0.000000;
1303	0.000000;
1304	0.000000;
1305	0.000000;
1306	1.233985;1.0,1.58496250072,1.0,1.58496250072,1.0,
1307	0.000000;
1308	0.000000;
1309	0.000000;
1310	2.338622;1.0,1.58496250072,4.08746284125,2.32192809489,2.0,3.0,1.58496250072,4.52356195606,2.80735492206,2.58496250072,2.32192809489,1.0,1.58496250072,
1311	0.000000;
1312	0.000000;
1313	0.000000;
1314	0.000000;
1315	0.000000;
1315	0.000000;
1316	0.000000;
1317	0.000000;
1317	0.000000;
1318	0.000000;
1319	0.000000;
1320	0.000000;
1321	1.000000;1.0,1.0,
1321	2.106062;2.58496250072,1.0,2.0,2.0,1.58496250072,1.58496250072,2.58496250072,2.80735492206,2.80735492206,
1322	0.000000;
1322	2.319811;1.0,2.0,1.0,4.45943161864,4.45943161864,1.0,
1323	0.000000;
1323	2.752463;1.58496250072,4.08746284125,2.58496250072,
1325	0.000000;
1326	1.683170;1.0,1.0,1.0,1.0,1.0,1.58496250072,1.58496250072,3.90689059561,1.58496250072,3.16992500144,
1327	1.584963;1.58496250072,1.58496250072,
1328	0.000000;
1328	1.723308;1.58496250072,1.0,2.58496250072,
1329	1.723308;1.58496250072,1.0,2.58496250072,
1330	0.000000;
1331	0.000000;
1332	3.549918;5.61470984412,1.58496250072,2.0,5.0,
1333	3.807355;3.80735492206,
1334	0.000000;
1335	1.000000;1.0,1.0,
1336	0.000000;
1337	0.000000;
1337	0.000000;
1338	0.000000;
1339	0.000000;
1339	2.310247;2.32192809489,2.58496250072,2.58496250072,2.58496250072,1.58496250072,1.58496250072,2.58496250072,2.58496250072,2.58496250072,2.58496250072,2.58496250072,2.58496250072,2.58496250072,2.0,2.58496250072,1.0,2.32192809489,1.58496250072,2.58496250072,2.58496250072,1.0,2.32192809489,2.58496250072,1.0,2.58496250072,2.58496250072,2.58496250072,2.58496250072,2.58496250072,2.58496250072,2.58496250072,2.58496250072,2.58496250072,2.58496250072,2.58496250072,2.58496250072,2.58496250072,1.0,2.58496250072,
1340	2.437224;1.58496250072,3.32192809489,1.0,2.58496250072,2.58496250072,1.58496250072,4.90689059561,2.58496250072,2.0,1.0,4.90689059561,2.32192809489,2.58496250072,1.58496250072,3.0,1.0,3.16992500144,2.0,2.58496250072,
1341	0.000000;
1343	0.000000;
1344	1.584963;1.58496250072,
1345	0.000000;
1346	0.000000;
1346	2.292481;3.58496250072,1.0,
1347	3.843906;4.95419631039,4.58496250072,4.0,4.45943161864,1.0,4.95419631039,1.0,4.75488750216,4.95419631039,5.12928301694,1.58496250072,5.12928301694,5.35755200462,5.35755200462,5.35755200462,1.0,5.35755200462,1.0,1.58496250072,5.35755200462,
1348	2.783437;4.08746284125,1.0,2.32192809489,3.70043971814,2.80735492206,
1349	1.000000;1.0,1.0,
1351	0.000000;
1351	0.000000;
1352	0.000000;
1353	2.093772;2.0,6.64385618977,3.0,1.58496250072,1.0,3.32192809489,1.58496250072,1.0,1.0,1.0,3.45943161864,1.0,1.0,1.58496250072,3.70043971814,2.80735492206,1.0,1.0,
1354	2.673481;5.20945336563,2.32192809489,3.32192809489,2.58496250072,3.32192809489,3.70043971814,2.32192809489,1.58496250072,2.80735492206,2.32192809489,1.58496250072,1.0,
1355	0.000000;
1356	0.000000;
1356	0.000000;
1357	0.000000;
